Olay numarası,Lokasyon,Olay Tarihi,Olay Saati,Olay Tipi,Olay Grubu,Olay Alt Grubu,Saha,Olayın Kısa Açıklaması,OSAR Aşaması,Sorumlu Kişi,Seviye,Araştırmanın Tamamlanma Durumu,Olay Araştırma Kalan Gün sayısı,Döf Numarası,PE Seviye
1016537,9100 AĞIR NAFTA HİDROJENLE MUAMELE ÜNİTE,13.03.2018,15:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Çalışma alanında hareketli araçlar.; Aydınlatma.; Düşme tehlikesi(Açık kablo kanalları,.)",CCR Bacası,9100 Bacası Aydınlatmaları,Olay tamamlandı,,,Geçersiz,0,2326.1,
1016560,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,13.03.2018,17:44:00,Güvenlik izleme,İSG,Trafik kuralı ihlali; Prosedürler/standartlar bilinmiyor,iç kapı çıkış istikameti,emniyetsiz durum,Olay tamamlandı,,,Geçersiz,0,,
1016587,7200 ATMOSFERİK DİSTİLASYON ÜNİTESİ,14.03.2018,10:00:00,Güvenlik izleme,İSG,"Tertip, düzen",T-7202 KOLONU,HAVATEK FİRMASI İZOLELERİ DĞZENSİZ BIRAKMASI,Olay tamamlandı,,,Geçersiz,0,,
1016588,7200 ATMOSFERİK DİSTİLASYON ÜNİTESİ,14.03.2018,10:30:00,Güvenlik izleme,İSG,"Tertip, düzen",T-7202 KOLONU,HAVATEK FİRMASI SÖKTÜĞÜ  İZOLELERİ DÜZENSİZ BIRAKMASI,Olay tamamlandı,,,Geçersiz,0,,
1016622,7000  OF SAYT VE BATTERY LİMİT,8.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,7201 kolonu 4. katı,7000,Olay tamamlandı,,,Geçersiz,0,,
1016623,7000  OF SAYT VE BATTERY LİMİT,8.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,7200 kolonları,7000,Olay tamamlandı,,,Geçersiz,0,,
1016625,7000  OF SAYT VE BATTERY LİMİT,7.03.2018,00:00:00,Güvenlik izleme,İSG,Doğru ekipman kullanmama/uyg.sz kullanma,7200 kolonları,7000,Olay tamamlandı,,,Geçersiz,0,,
1016627,7000  OF SAYT VE BATTERY LİMİT,7.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,7201 kolonu 4. katı,7000,Olay tamamlandı,,,Geçersiz,0,,
1016628,7000  OF SAYT VE BATTERY LİMİT,7.03.2018,00:00:00,Güvenlik izleme,İSG,Ekipman güv. cihazlarını safdışı bırakma,7202 kolonu 10. katı,7000,Olay tamamlandı,,,Geçersiz,0,,
1016630,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,12.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedür/standart mevcut değil/yetersiz,,İç Kapı,Olay tamamlandı,,,Geçersiz,0,,
1016631,7000  OF SAYT VE BATTERY LİMİT,8.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,7201 kolonu 4. katı,7000,Olay tamamlandı,,,Geçersiz,0,,
1016632,7000  OF SAYT VE BATTERY LİMİT,13.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,,7000,Olay tamamlandı,,,Geçersiz,0,,
1016633,7000  OF SAYT VE BATTERY LİMİT,8.03.2018,00:00:00,Kazaya ramak kala,İSG,Yüksekte duran emniyetsiz malzemeler,,7000,Olay tamamlandı,,,Geçersiz,0,,
1016637,LABORATUVAR BAŞMÜHENDİSLİĞİ/LABORATUVAR,14.03.2018,21:00:00,Kazaya ramak kala,İSG,"Kimyasallar(Tanımsız,etiketsiz,MKK sız)",Tüm laboratuvar,Labaratuvar havalandırma sistemi hk.,Araştırılıyor,,,Gecikmede,-758,,
1016641,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,15.03.2018,07:57:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,Rafineri iç kapı giriş öncesindeki arabapark sahası hizasına denk gelen düzlükte.,Arabayla Sollama,Olay tamamlandı,,,Geçersiz,0,,
1016642,8500 VİSBREAKER ÜNİTESİ,14.03.2018,00:00:00,Kazaya ramak kala,İSG,"Tertip, düzen; Yaralnma riskni artıran tehl.çıkıntılar; Düşme tehlikesi(Açık kablo kanalları,.)",8500 unıtesı sahası,8500 unıtesı sahası ızgaralar takılma dusme rıskı,Olay tamamlandı,,,Geçersiz,0,2332.1,
1016646,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,15.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor; Trafik kuralı ihlali,İç kapı yeni yemekhane önü,Hatalı sollama trafik akışını tehlikeye sokma,Olay tamamlandı,,,Geçersiz,0,,
1016643,1600 ANA ÜRÜN TANKLARI VE BAĞLANTILARI,15.03.2018,09:30:00,Güvenlik izleme,İSG,Emin giriş/ateşli iş sertifikası ihlali,TK-1618/A,Emniyetsiz Davranış,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1016644,1600 ANA ÜRÜN TANKLARI VE BAĞLANTILARI,15.03.2018,09:00:00,Güvenlik izleme,İSG,Doğru ekipman kullanmama/uyg.sz kullanma,TK-1615/A,Emniyetsiz durum,Olay tamamlandı,,,Geçersiz,0,,
1016649,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,15.03.2018,00:00:00,Güvenlik izleme,İSG,Yasal gerekliliğe uygunsuzluk,Dış Kapı,Emniyeti Suistimal,Olay tamamlandı,,,Geçersiz,0,,
1016652,5400 LPG PLATFORMU,15.03.2018,09:40:00,Güvenlik izleme,İSG,Yangın/patlama tehlikesi,,Uygun olmayan yöntemle vent/atmosfere açma,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,2372.1,Seviye 4
1016650,2700 OF SITE,13.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte çalışırken KKD,tk-3048 yol tarafı asa giriş bölgesi,emniyetsiz durum,Olay tamamlandı,,,Geçersiz,0,,
1016657,5400 LPG PLATFORMU,15.03.2018,10:20:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,,Dolfen iskeleden tekneye biniş,Olay tamamlandı,,,Geçersiz,0,2373.1,
1016658,5400 LPG PLATFORMU,15.03.2018,12:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,,LPG platformda mahsur kalma,Olay tamamlandı,,,Geçersiz,0,2378.1,
1016666,ÜRETİM MÜDÜRLÜĞÜ-PR/YT,15.03.2018,00:00:00,Güvenlik izleme,İSG,Yangın/patlama tehlikesi,Tüm işletme sahası,ÇAKMAK TAŞIMA,Olay tamamlandı,,,Geçersiz,0,2293.1,
1016669,7000  OF SAYT VE BATTERY LİMİT,15.03.2018,10:00:00,Güvenlik izleme,İSG,Yasal gerekliliğe uygunsuzluk; Prosedürler/standartlar bilinmiyor,7000 saha planlı bakım çalışmaları,ADAİ firması Emniyet Uzmanın İşlerin başında durmaması,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1016671,İŞLETME GÜVENİRLİĞİ MÜDÜRLÜĞÜ,15.03.2018,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Koridorlar, çıkışlar",Yard. Ofis Küçük On-Call Salonu giriş-çıkış kapısı,Yard. Ofis Küçük On-Call Salonu,Olay tamamlandı,,,Geçersiz,0,2654.1,
1016695,İNSAN KAYNAKLARI MÜDÜRLÜĞÜ,16.03.2018,07:54:00,Güvenlik izleme,İSG,"Tertip, düzen; Islak/kaygan zemin",YEMEKHANENİN KARŞISINDA SERVİSLERİN BEKLEDİĞİ ALANA GİRİŞİ KISMINDADIR.,YOL BOZUKLUĞU,Olay tamamlandı,,,Geçersiz,0,2306.1,
1016704,7200 ATMOSFERİK DİSTİLASYON ÜNİTESİ,16.03.2018,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Uyarıcı işaretler eksik/yok; Yasal gerekliliğe uygunsuzluk; Prosedürler/standartlar bilinmiyor",D-7205 ÇIKIŞ HATTI,EMNİYETSİZ ÇALIŞMA,Olay tamamlandı,,,Geçersiz,0,,
1016727,1600 ANA ÜRÜN TANKLARI VE BAĞLANTILARI,17.03.2018,10:00:00,Güvenlik izleme,İSG,"Çalışan ekipmana müdahale etme.; Uyarıcı işaretler eksik/yok; Düşme tehlikesi(Açık kablo kanalları,.)",Tk-1615A,İskele firması tarafından iskeleye izinsiz şekilde müdahale,Olay tamamlandı,,,Geçersiz,0,2379.1,
1016734,LABORATUVAR BAŞMÜHENDİSLİĞİ/LABORATUVAR,17.03.2018,17:15:00,Kazaya ramak kala,İSG,"Koridorlar, çıkışlar; Yüksekte duran emniyetsiz malzemeler",Fizik laboratuvarı koridoru,Tavan Düşmesi,Olay tamamlandı,,,Geçersiz,0,2354.1,
1016742,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,17.03.2018,19:11:00,Güvenlik izleme,İSG,Yasal gerekliliğe uygunsuzluk; Prosedürler/standartlar bilinmiyor,İzmir rafinerisi dış kapı,özikizler servis şöförü,Olay tamamlandı,,,Geçersiz,0,,
1016743,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,18.03.2018,01:07:00,Güvenlik izleme,İSG,Prosedür/standart mevcut değil/yetersiz; Yasal gerekliliğe uygunsuzluk; Prosedürler/standartlar bilinmiyor,dış kapı,RAFİNERİYE CEP TELEFONU GİZLEYEREK GİRMEK,Olay tamamlandı,,,Geçersiz,0,,
1016746,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,18.03.2018,08:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,Dış Kapı personel giriş turnikeleri,rafineriye gizleyerek cep telefonu sokmaya çalışırken yakalandı,Olay tamamlandı,,,Geçersiz,0,,
1016750,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,19.03.2018,08:30:00,Güvenlik izleme,İSG,Trafik kuralı ihlali; Prosedürler/standartlar bilinmiyor,İç kapı otopark bölgesi engelli otoparkı,Engelli yerine park,Olay tamamlandı,,,Geçersiz,0,,
1016756,7200 ATMOSFERİK DİSTİLASYON ÜNİTESİ,19.03.2018,09:00:00,Olay,ISG,ISG-Kayıp zamansız kaza,2.nolu pompa sahası.,Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,2447.1,
1016755,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,19.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,Dış Kapı,CEP TELEFONU İLE RAFİNERİYE GİRMEYE ÇALIŞMAK,Olay tamamlandı,,,Geçersiz,0,,
1016761,BAK.MÜD./METAL ATÖLYESİ,19.03.2018,10:00:00,Güvenlik izleme,Proses emniyeti,Prosedürler/standartlar bilinmiyor,BGM vana atölyesi,YENİ TESİS PSV'LERİNİN UYGUN OLMAYAN ŞEKİLDE TAŞINMASI,Olay tamamlandı,,,Geçersiz,0,,
1016757,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,19.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,Dış Kapı,CEP TELEFONU İLE RAFİNERİYE GİRMEYE ÇALIŞMAK,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1016769,12500 ATIK SU ARITMA ÜNİTESİ,17.03.2018,07:22:00,Olay,IG,İG-Ürün kalitesi sorunu,,ASA deşarj noktası pH limit aşımı,Olay tamamlandı,,ZIM_LEVEL_03,Zamanında tamamlandı,6,10848,Seviye 3
1016766,909 TURBO GENERATÖRLER ÜNİTESİ,19.03.2018,12:50:00,Güvenlik izleme,İSG,Trafik kuralı ihlali; Prosedürler/standartlar bilinmiyor,,Rafineri aracını park yerinde kilitli bırakma,Olay tamamlandı,,,Geçersiz,0,,
1016767,PH 2350 SİYAH ÜRÜN POMPA İSTASYONU,16.03.2018,00:00:00,Olay,IG,İG-Tekrarlayan ekipman arızaları,2350 pompa sahası,2355 pompası mekanik seal kaçağı,Olay tamamlandı,,,Geçersiz,0,,
1016772,9200 CCR PLATFORMİNG ÜNİTESİ,16.03.2018,15:00:00,Olay,IG,İG-Tekrarlayan ekipman arızaları,,PT-9201 Arızası,Olay tamamlandı,,,Gecikmeli tamamlandı,-110,11209,
1016779,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,5.03.2018,13:09:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,İç kapı dışı 1 nolu yol otopark hizası.,Rafineri İçi Araç Sollaması,Olay tamamlandı,,,Geçersiz,0,,
1016783,2450 KARADOLUM BEYAZ ÜRÜN YÜKLEME İST.,19.03.2018,08:00:00,Olay,IG,"İG-Ürün kalitesi sorunu; İG-Ekipman işlev, bütünlüğünün bozulması; İG-Başarısız test ve kontroller",2480 Karadolum Day Tankları,Karadolum Day Tankları PSV leri,Olay tamamlandı,,,Gecikmeli tamamlandı,-11,10925,
1016792,2500 E/C/Y SOĞUTMA KULELERİ,19.03.2018,00:00:00,Olay,"PE, IG",PE-Yangın/patlama/parlama; İG-Tekrarlayan ekipman arızaları,2500E ELEKTRİKPANEL ODASI,2500-E ELEKTRİK PANELODASI,Olay tamamlandı,,ZIM_LEVEL_03,Geçersiz,0,,Seviye 3
1016794,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,20.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,Dış Kapı,CEP TELEFONU İLE RAFİNERİYE GİRMEYE ÇALIŞMAK,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1016795,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,20.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,Dış Kapı,CEP TELEFONU İLE RAFİNERİYE GİRİŞ YAPMAK,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1016796,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,20.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,Dış Kapı,CEP TELEFONUNU GİZLEYEREK RAFİNERİYE GİRMEYE ÇALIŞMAK,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1016803,200U BENZİN KÜK.GİDER/KATALİTİK UNIFINER,18.03.2018,18:00:00,Olay,IG,İG-Start-up arızaları; İG-Başarısız test ve kontroller,H-201/202 fırınları ESD sistemi,U-200 Unifiner Start-up Gecikmesi,Olay tamamlandı,,ZIM_LEVEL_03,Gecikmeli tamamlandı,-10,10893,Seviye 3
1016804,906 JAPON BUHAR KAZANLARI ÜNİTESİ,20.03.2018,00:00:00,Olay,IG,İG-Tekrarlayan ekipman arızaları; İG-Başarısız test ve kontroller; İG-Ürün kalitesi sorunu,degazör 13/c,906-Degazör 13/C oksijen sıyırmama sorunu,Olay tamamlandı,,ZIM_LEVEL_03,Gecikmeli tamamlandı,-136,11293,Seviye 3
1016805,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,20.03.2018,08:20:00,Güvenlik izleme,İSG,Yasal gerekliliğe uygunsuzluk; Prosedürler/standartlar bilinmiyor,DIŞ KAPI VE İÇ KAPI ARASI,AŞIRI HIZ VE ARAÇ SOLLAMA,Olay tamamlandı,,,Geçersiz,0,,
1016811,İNSAN KAYNAKLARI MÜDÜRLÜĞÜ,20.03.2018,09:00:00,Olay,ISG,ISG-Küçük müdahale,Kafeterya,20.03.2018 tarihli küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,2806.1,
1016812,İNSAN KAYNAKLARI MÜDÜRLÜĞÜ,5.03.2018,10:30:00,Olay,ISG,ISG-Kayıp zamanlı kaza,Kafeterya,Zaman Kayıplı Kaza,Olay tamamlandı,,,Zamanında tamamlandı,0,10812,
1016813,8500 VİSBREAKER ÜNİTESİ,20.03.2018,00:00:00,Olay,ISG,ISG-Küçük müdahale,E-8507 eşanjörü,U-8500 Visbreaker Ünitesi Küçük Müdahale Olayı,Ekip kuruluyor,,,Araştırma başlamadı,0,,
1016814,İNSAN KAYNAKLARI MÜDÜRLÜĞÜ,24.02.2018,10:15:00,Olay,ISG,ISG-Küçük müdahale,Mekanik Atölye,Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,2612.2,
1016821,8500 VİSBREAKER ÜNİTESİ,15.02.2018,10:40:00,Olay,ISG,ISG-Kayıp zamansız kaza,E-8507 eşanjörü,U-8500 vana miline ayak çarpması sonucu sıyrık oluşması,Ekip kuruluyor,,,Araştırma başlamadı,0,,
1016822,1300 FURFUROL EKTRAKSİYON ÜNİTESİ,1.03.2018,03:06:00,Olay,IG,İG-Tekrarlayan ekipman arızaları,U-1300/1400/1500,Baz Yağları ünitesinde DCS kontrolünün devreden çıkması.,Olay tamamlandı,,ZIM_LEVEL_03,Zamanında tamamlandı,4,10856,Seviye 3
1016824,2700 OF SITE,21.03.2018,10:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,İç kapı park yeri (Eski yemekhane karşısı),Park yeri hatalı,Olay tamamlandı,,,Geçersiz,0,2374.1,
1016825,1400 MEK.TOL.İLE YAĞI WAKSTAN ARINDIRMA,20.03.2018,10:30:00,Olay,ISG,ISG-Küçük müdahale,F-1410 altı.,F-1410 altına iskele kurulumu sırasında solvent kokusundan etkilenme,Olay tamamlandı,,,Geçersiz,0,,
1016826,9500 HAFİF NAFTA HİDROJENLE PARÇALAMA Ü.,16.03.2018,10:30:00,Olay,IG,"İG-Ekipman işlev, bütünlüğünün bozulması",U-9500/9600 üniteleri,İzomerizasyon ünitesi şarj düşüşü,Olay tamamlandı,,,Gecikmeli tamamlandı,-71,11204,
1016854,1200 PROPANLA ASFALT AYIRMA ÜNİTESİ,29.01.2018,15:00:00,Olay,"ISG, PE",ISG-Küçük müdahale; PE-Toksik gaz yayılımı,,Gaz kokusundan kaynaklı rahatsızlık,Olay tamamlandı,,ZIM_LEVEL_03,Geçersiz,0,,Seviye 3
1016867,SOSYAL TESİS VE LOJMANLAR,21.03.2018,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Islak/kaygan zemin",İdari bine ve yemekhane arası yürüyüş yolu,Kaldırım ve yürüme yolu yetersizliği,Olay tamamlandı,,,Geçersiz,0,2323.1,
1016889,7000  OF SAYT VE BATTERY LİMİT,17.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,7200 kolonları 4. katı,7000,Olay tamamlandı,,,Geçersiz,0,,
1016890,7000  OF SAYT VE BATTERY LİMİT,17.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,7200 kolonları,7000,Olay tamamlandı,,,Geçersiz,0,,
1016893,7000  OF SAYT VE BATTERY LİMİT,17.03.2018,00:00:00,Güvenlik izleme,İSG,Tehlikeli depolanmış malz. ve ekipmanlar,7200 kolonları,7000,Olay tamamlandı,,,Geçersiz,0,,
1016894,7000  OF SAYT VE BATTERY LİMİT,16.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,7200 kolonları,7000,Olay tamamlandı,,,Geçersiz,0,2324.1,
1016896,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,20.03.2018,07:50:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,Dış Kapı,CEP TELEFONUNU GİZLEYEREK RAFİNERİYE GİRMEYE ÇALIŞMAK,Olay tamamlandı,,,Geçersiz,0,,
1016899,7000  OF SAYT VE BATTERY LİMİT,16.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,7200 kolonları,7000,Olay tamamlandı,,,Geçersiz,0,2325.1,
1016900,7000  OF SAYT VE BATTERY LİMİT,15.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,7200 kolonları,7000,Olay tamamlandı,,,Geçersiz,0,,
1016902,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,22.03.2018,10:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,Yard ofis - Baz yağları arası yol,Hatalı araç kullanımı,Olay tamamlandı,,,Geçersiz,0,,
1016903,7000  OF SAYT VE BATTERY LİMİT,15.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,7200 kolonları,7000,Olay tamamlandı,,,Geçersiz,0,,
1016906,7000  OF SAYT VE BATTERY LİMİT,14.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,7200 kolonları  P Area,7000,Olay tamamlandı,,,Geçersiz,0,,
1016921,7200 ATMOSFERİK DİSTİLASYON ÜNİTESİ,22.03.2018,00:00:00,Güvenlik izleme,İSG,Baret/İş ayakkabısı ve iş kıyafeti,1 ve 2 Nolu pompa sahası arası koridor,BARETSİZ ÇALIŞMA,Olay tamamlandı,,,Geçersiz,0,,
1016930,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,22.03.2018,16:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Tehlikeli depolanmış malz. ve ekipmanlar",( U-7000-8000 arasındaki yolun sonunda) numune dolabı önü,U-9900 numune dolabı önünde açık kapak,Olay tamamlandı,,,Geçersiz,0,,
1016939,200U BENZİN KÜK.GİDER/KATALİTİK UNIFINER,22.03.2018,17:00:00,Güvenlik izleme,Proses emniyeti,"Tertip, düzen; Islak/kaygan zemin",Ü-200 ÜNİFİNER POMPA SAHASI P-209 YANI,P-209 YANI ZEMİNİN YAĞLI OLMASI,Olay tamamlandı,,,Geçersiz,0,,
1016940,SOSYAL TESİS VE LOJMANLAR,23.03.2018,00:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,36. blok bahçesine çıkan merdiven,Delici cisim,Olay tamamlandı,,,Geçersiz,0,2355.1,
1016949,2700 OF SITE,23.03.2018,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,TK-3049/1 ve TK-3251 tankları önü 4 No lu yol,Hatalı sollama,Olay tamamlandı,,,Geçersiz,0,,
1016945,7000  OF SAYT VE BATTERY LİMİT,14.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,7201 kolonu 4. katı,7000,Olay tamamlandı,,,Geçersiz,0,,
1016946,7000  OF SAYT VE BATTERY LİMİT,14.03.2018,00:00:00,Güvenlik izleme,İSG,İTA standardının uygulanması ihlalleri,7200 kolonları,7000,Olay tamamlandı,,,Geçersiz,0,,
1016948,7000  OF SAYT VE BATTERY LİMİT,14.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,7200 kolonları 4. katı,7000,Olay tamamlandı,,,Geçersiz,0,,
1016950,İNSAN KAYNAKLARI MÜDÜRLÜĞÜ,13.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,,Hizmet aracı,Olay tamamlandı,,,Geçersiz,0,2338.1,
1016953,7000  OF SAYT VE BATTERY LİMİT,13.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,7200 kolonu 2. katı,7000,Olay tamamlandı,,,Geçersiz,0,,
1016954,7000  OF SAYT VE BATTERY LİMİT,13.03.2018,00:00:00,Güvenlik izleme,İSG,Yasal gerekliliğe uygunsuzluk,7203 kolonu 8. katı,7000,Olay tamamlandı,,,Geçersiz,0,,
1016956,7000  OF SAYT VE BATTERY LİMİT,13.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,7200 kolonlarından P area bölgesi,7000,Olay tamamlandı,,,Geçersiz,0,,
1016957,7000  OF SAYT VE BATTERY LİMİT,12.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,7200 kolonları,7000,Olay tamamlandı,,,Geçersiz,0,,
1016958,7000  OF SAYT VE BATTERY LİMİT,20.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,7200 kolonları F area,7000,Olay tamamlandı,,,Geçersiz,0,,
1016959,7000  OF SAYT VE BATTERY LİMİT,20.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,7200 kolonları 2. kat,7000,Olay tamamlandı,,,Geçersiz,0,,
1016960,7000  OF SAYT VE BATTERY LİMİT,20.03.2018,00:00:00,Güvenlik izleme,İSG,Çalışanın mesleki yeterlilik eğitimi yk,7200 kolonları,7000,Olay tamamlandı,,,Geçersiz,0,,
1016962,7000  OF SAYT VE BATTERY LİMİT,14.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,R area,7000,Olay tamamlandı,,,Geçersiz,0,,
1016965,7000  OF SAYT VE BATTERY LİMİT,20.03.2018,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",E area 1. Kat,7000,Olay tamamlandı,,,Geçersiz,0,2339.1,
1016967,7000  OF SAYT VE BATTERY LİMİT,17.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,H-7205,7000,Olay tamamlandı,,,Geçersiz,0,,
1016968,7000  OF SAYT VE BATTERY LİMİT,14.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,,7000,Olay tamamlandı,,,Geçersiz,0,,
1016970,7000  OF SAYT VE BATTERY LİMİT,14.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,,7000,Olay tamamlandı,,,Geçersiz,0,,
1016971,7000  OF SAYT VE BATTERY LİMİT,14.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,,7000,Olay tamamlandı,,,Geçersiz,0,,
1016973,7000  OF SAYT VE BATTERY LİMİT,14.03.2018,00:00:00,Güvenlik izleme,İSG,Kaldırma araçlarının uygunsuz kullanımı,,7000,Olay tamamlandı,,,Geçersiz,0,,
1016974,7000  OF SAYT VE BATTERY LİMİT,13.03.2018,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,A piperack,7000,Olay tamamlandı,,,Geçersiz,0,,
1016976,7000  OF SAYT VE BATTERY LİMİT,10.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,,7000,Olay tamamlandı,,,Geçersiz,0,,
1016977,7000  OF SAYT VE BATTERY LİMİT,13.03.2018,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,,7000,Olay tamamlandı,,,Geçersiz,0,2340.1,
1016979,7000  OF SAYT VE BATTERY LİMİT,22.03.2018,00:00:00,Güvenlik izleme,İSG,"Kimyasallar(Tanımsız,etiketsiz,MKK sız)",,7000,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,2341.1,Seviye 4
1016980,7000  OF SAYT VE BATTERY LİMİT,22.03.2018,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",,7000,Olay tamamlandı,,,Geçersiz,0,,
1016981,7000  OF SAYT VE BATTERY LİMİT,22.03.2018,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",,7000,Olay tamamlandı,,,Geçersiz,0,,
1016982,7000  OF SAYT VE BATTERY LİMİT,22.03.2018,00:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,,7000,Olay tamamlandı,,,Geçersiz,0,2342.1,
1016983,7000  OF SAYT VE BATTERY LİMİT,22.03.2018,00:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,,7000,Olay tamamlandı,,,Geçersiz,0,2343.1,
